OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,Shoreline_Priority_Area,County,EI_wHAB,EI_woHAB,hab_role,NearRiskD,Latitude,Longitude
6000,323298.774493,4289197.23155,No,Very High,Very Low,Moderate,High,Very Low,Very Low,Yes,No,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Prince George's,1.94556999,2.25878,0.313216,208.96032715,38.7338181,-77.02991679
6001,364798.774493,4289197.23155,No,Low,Very Low,Moderate,Moderate,Very Low,Low,No,Yes,No,No,No,Low,Moderate,Low,High,Low,Tier 2,Anne Arundel,1.90724003,2.0998199,0.19257499,18.54140091,38.74103827,-76.55590066
6002,383298.774493,4289197.23155,No,Low,High,High,High,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.32762003,2.77899003,0.45137599,66.45677185,38.74468152,-76.34008636
6003,384798.774493,4289197.23155,Yes,Low,High,High,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,1.90943003,2.27970004,0.37028,26.88775063,38.74380866,-76.32471808
6004,385298.774493,4289197.23155,Yes,Very Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.23390007,2.66709995,0.433202,63.5999794,38.74401557,-76.31969624
6005,385548.774493,4289197.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.46641994,2.94471002,0.478293,15.76023579,38.74393614,-76.31672966
6006,385798.774493,4289197.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.46641994,2.94471002,0.478293,84.03521729,38.74412649,-76.3141491
6007,387048.774493,4289197.23155,Yes,Very Low,High,High,Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.17518997,2.51699996,0.34180599,0,38.74425849,-76.29579804
6008,388798.774493,4289197.23155,Yes,Low,High,High,Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.4016099,2.77899003,0.37738499,503.15505981,38.74360272,-76.28117067
6009,389298.774493,4289197.23155,Yes,Low,High,High,Low,High,Very Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.4016099,2.77899003,0.37738499,0,38.74419914,-76.27444344
6010,389798.774493,4289197.23155,Yes,Moderate,High,High,Low,High,Low,Yes,No,No,No,No,Moderate,High,Moderate,Very High,Very High,Tier 1,Talbot,2.80971003,3.25123,0.44151399,405.79641724,38.74515421,-76.26685413
6011,390548.774493,4289197.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.46641994,2.94471002,0.478293,532.10772705,38.74714286,-76.26046923
6012,394298.774493,4289197.23155,Yes,Low,High,High,Low,Very High,Low,Yes,Yes,No,No,Yes,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,2.65069008,3.16763997,0.516949,0,38.74580639,-76.21476026
6013,394798.774493,4289197.23155,Yes,Low,High,High,Low,Very High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,Tier 1,Talbot,2.65314007,3.16763997,0.51450199,62.91912842,38.74522577,-76.21127681
6014,395798.774493,4289197.23155,Yes,Very Low,High,High,Very Low,Low,Low,Yes,No,No,No,No,Low,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,1.97011995,2.27970004,0.309582,73.49995422,38.74560554,-76.19976975
6015,396048.774493,4289197.23155,Yes,Low,High,High,Very Low,Very High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.40300989,2.86900997,0.465996,19.56197548,38.7447625,-76.19590927
6016,397548.774493,4289197.23155,Yes,Very Low,High,High,Very Low,Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,1.90943003,2.27970004,0.37028,37.98947144,38.74463457,-76.17846652
6017,401048.774493,4289197.23155,Yes,Very Low,Moderate,High,Very Low,Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Talbot,1.83254004,2.18791008,0.355371,86.0437088,38.74618157,-76.13883375
6018,401298.774493,4289197.23155,Yes,Low,Moderate,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.02328992,2.41564989,0.39236099,164.90490723,38.74612923,-76.1364679
6019,402298.774493,4289197.23155,Yes,Very High,Moderate,High,Low,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.37957001,2.75348997,0.37392199,18.6242485,38.7458535,-76.12445997
6020,402798.774493,4289197.23155,Yes,Moderate,Moderate,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.36711001,2.82614994,0.45903501,37.3441658,38.74777992,-76.11702131
6021,413048.774493,4289197.23155,Yes,Very High,Low,High,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,n/a,Talbot,1.97126997,2.35354996,0.38227299,749.30078125,38.74715592,-76.00066903
6022,413548.774493,4289197.23155,Yes,Very High,Low,High,Low,Very Low,High,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,n/a,Caroline,2.40300989,2.86900997,0.465996,249.80566406,38.74740872,-75.99291742
6023,323298.774493,4288947.23155,No,Very High,Very Low,Moderate,High,Very Low,Very Low,Yes,No,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Prince George's,1.94556999,2.25878,0.313216,10.02664375,38.73104863,-77.02980998
6024,365048.774493,4288947.23155,Yes,Low,Very Low,Moderate,Moderate,Very Low,Low,No,No,No,No,No,Moderate,Moderate,None,High,Low,n/a,Anne Arundel,2.0998199,2.0998199,0,356.39437866,38.73822303,-76.55434982
6025,383298.774493,4288947.23155,No,Low,High,High,High,High,Moderate,Yes,Yes,No,No,No,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,3.0065999,3.58964992,0.58304602,70.28042603,38.74183732,-76.33924656
6026,385048.774493,4288947.23155,Yes,Very Low,High,High,Low,Moderate,Very Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.02328992,2.41564989,0.39236099,0,38.74209734,-76.32227227
6027,387298.774493,4288947.23155,Yes,Low,High,High,Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.4016099,2.77899003,0.37738499,0,38.74248252,-76.29525031
6028,388548.774493,4288947.23155,Yes,Low,High,High,Very Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.17518997,2.51699996,0.34180599,605.08178711,38.74221311,-76.28180405
6029,388798.774493,4288947.23155,Yes,Low,High,High,Very Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.17518997,2.51699996,0.34180599,505.30575562,38.74293144,-76.28094653
6030,389048.774493,4288947.23155,Yes,Low,High,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.32762003,2.77899003,0.45137599,387.85980225,38.74101264,-76.27711657
6031,389548.774493,4288947.23155,Yes,Low,High,High,Low,High,Very Low,Yes,No,No,No,Yes,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.39962006,2.77899003,0.379372,116.11255646,38.74367912,-76.27131823
6032,390298.774493,4288947.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.46641994,2.94471002,0.478293,1083.64855957,38.7407151,-76.26033953
6033,390798.774493,4288947.23155,Yes,Low,High,High,Low,Moderate,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Moderate,n/a,Talbot,2.67464995,2.94471002,0.27006099,837.78527832,38.74199302,-76.2566469
6034,394548.774493,4288947.23155,Yes,Low,High,High,Low,Very High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,2.65314007,3.16763997,0.51450199,0,38.74298896,-76.21310525
6035,394798.774493,4288947.23155,Yes,Very Low,High,High,Low,Very High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.40300989,2.86900997,0.465996,63.18544388,38.74328621,-76.21158768
6036,395798.774493,4288947.23155,Yes,Low,High,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.10818005,2.51699996,0.408822,19.55199623,38.74304523,-76.19871038
6037,400298.774493,4288947.23155,Yes,Low,High,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.10818005,2.51699996,0.408822,105.83553314,38.74396537,-76.14669395
6038,400548.774493,4288947.23155,Yes,Low,High,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.10818005,2.51699996,0.408822,47.33898163,38.74330541,-76.14417402
6039,401048.774493,4288947.23155,Yes,Low,Moderate,High,Very Low,Moderate,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.21210003,2.55971003,0.347606,0,38.74364828,-76.13850251
6040,402298.774493,4288947.23155,Yes,Low,Moderate,High,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.02328992,2.41564989,0.39236099,56.9062233,38.74428025,-76.12312855
6041,402548.774493,4288947.23155,Yes,Low,Moderate,High,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.02328992,2.41564989,0.39236099,79.04968262,38.74344773,-76.12200097
6042,404298.774493,4288947.23155,Yes,Low,Moderate,High,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,1.83254004,2.18791008,0.355371,2.66927552,38.7431197,-76.10043707
6043,413298.774493,4288947.23155,Yes,Very High,Low,High,Low,Low,Moderate,No,Yes,No,No,No,Moderate,High,Low,Very High,Very High,n/a,Talbot,2.76129007,3.0401001,0.27880901,569.82543945,38.74466491,-75.99928957
6044,413548.774493,4288947.23155,Yes,Low,Low,High,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,n/a,Caroline,1.72941005,2.06478,0.33537099,40.04307175,38.74470984,-75.99290421
6045,323298.774493,4288697.23155,No,Low,Very Low,Moderate,High,Very Low,Very Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Low,n/a,Prince George's,1.71112001,1.98164999,0.27052301,188.91043091,38.72895817,-77.03010753
6046,365048.774493,4288697.23155,No,Very High,Very Low,Moderate,Moderate,Very Low,Low,No,No,No,No,No,Moderate,Moderate,None,High,Low,n/a,Anne Arundel,2.39348006,2.39348006,0,578.19317627,38.73646194,-76.55313788
6047,383298.774493,4288697.23155,No,Low,High,High,High,High,High,Yes,Yes,No,No,No,High,High,High,Very High,Moderate,Tier 1,Talbot,3.13274002,3.7402401,0.60750699,477.89199829,38.73816504,-76.33917696
6048,385048.774493,4288697.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.46641994,2.94471002,0.478293,107.8510437,38.73977287,-76.32388477
6049,385548.774493,4288697.23155,Yes,Low,High,High,Low,Moderate,Very Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.30490994,2.66709995,0.36219001,424.27612305,38.73878619,-76.31681141
6050,387048.774493,4288697.23155,Yes,Low,High,High,Moderate,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.54482007,2.94471002,0.39989001,0,38.73877456,-76.29540276
6051,389298.774493,4288697.23155,Yes,Low,High,High,Low,Low,Low,Yes,Yes,No,No,Yes,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.32546997,2.77899003,0.45352301,527.1295166,38.73925914,-76.27416545
6052,389798.774493,4288697.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,Yes,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46414995,2.94471002,0.48056799,600.144104,38.74008908,-76.26799988
6053,390048.774493,4288697.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,Yes,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46414995,2.94471002,0.48056799,671.82092285,38.73962265,-76.26742948
6054,391048.774493,4288697.23155,Yes,Low,High,High,Moderate,Moderate,Low,No,Yes,No,No,No,Moderate,High,Low,Very High,Moderate,Tier 1,Talbot,2.83415008,3.12032008,0.28616601,1056.23950195,38.73984088,-76.25454386
6055,392798.774493,4288697.23155,Yes,Low,High,High,Low,Low,Low,Yes,Yes,No,No,Yes,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.32546997,2.77899003,0.45352301,378.48718262,38.73765953,-76.23247697
6056,393048.774493,4288697.23155,Yes,Low,High,High,Moderate,Moderate,Very Low,Yes,No,No,No,Yes,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.44034004,2.82614994,0.385809,613.11413574,38.7390019,-76.22971331
6057,393298.774493,4288697.23155,Yes,Low,High,High,Moderate,Moderate,Low,Yes,No,No,No,Yes,Moderate,High,Moderate,Very High,Moderate,Tier 1,Talbot,2.69435,3.12032008,0.42596799,656.47875977,38.73921161,-76.22870342
6058,395048.774493,4288697.23155,Yes,Low,High,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.32762003,2.77899003,0.45137599,239.41249084,38.74100443,-76.20709992
6059,395798.774493,4288697.23155,Yes,Low,High,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.10818005,2.51699996,0.408822,13.62029934,38.7408006,-76.19934277
6060,400798.774493,4288697.23155,Yes,Low,Moderate,High,Very Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.08761001,2.41564989,0.328044,178.11006165,38.74128273,-76.14214758
6061,401048.774493,4288697.23155,Yes,Low,Moderate,High,Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.30490994,2.66709995,0.36219001,0,38.74142134,-76.13850698
6062,402298.774493,4288697.23155,Yes,Low,Moderate,High,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.02328992,2.41564989,0.39236099,10.38555336,38.74221428,-76.12377332
6063,402798.774493,4288697.23155,Yes,Moderate,Moderate,High,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.14394999,2.55971003,0.415759,397.82583618,38.74149739,-76.11853633
6064,403798.774493,4288697.23155,Yes,Low,Moderate,High,Very Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.08761001,2.41564989,0.328044,14.19234848,38.74135216,-76.10545514
6065,413298.774493,4288697.23155,Yes,Very High,Low,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,n/a,Talbot,2.17646003,2.59853005,0.42206401,451.48501587,38.74264534,-75.99830026
6066,323298.774493,4288447.23155,No,Low,Very Low,Moderate,High,Very Low,Very Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Low,n/a,Prince George's,1.71112001,1.98164999,0.27052301,140.32034302,38.72674184,-77.03046611
6067,365298.774493,4288447.23155,Yes,Very High,Very Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,High,Low,Tier 2,Anne Arundel,2.00471997,2.39348006,0.38876,914.95922852,38.73378983,-76.55129912
6068,383298.774493,4288447.23155,No,Very High,High,High,High,Low,High,Yes,Yes,No,No,No,High,High,High,Very High,Low,Tier 1,Talbot,3.23421001,3.86139989,0.62718499,649.04241943,38.73647697,-76.34000569
6069,384048.774493,4288447.23155,Yes,Very High,High,High,Very Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.17646003,2.59853005,0.42206401,7.2048192,38.73632073,-76.33239304
6070,385298.774493,4288447.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Talbot,2.46641994,2.94471002,0.478293,80.02017212,38.7371562,-76.3201835
6071,385798.774493,4288447.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.54482007,2.94471002,0.39989001,670.40002441,38.73749923,-76.31327773
6072,387298.774493,4288447.23155,Yes,Low,High,High,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.23390007,2.66709995,0.433202,40.10671616,38.73774455,-76.29550291
6073,391048.774493,4288447.23155,Yes,Low,High,High,Moderate,Moderate,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,2.61350012,3.12032008,0.50681603,1272.6628418,38.73789567,-76.25397904
6074,392298.774493,4288447.23155,Yes,Low,High,High,Moderate,Low,Very Low,Yes,Yes,No,No,Yes,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.23182988,2.66709995,0.43526199,278.88327026,38.73617561,-76.23793199
6075,392548.774493,4288447.23155,Yes,Moderate,High,High,Low,Low,Low,Yes,Yes,No,No,Yes,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46414995,2.94471002,0.48056799,262.53152466,38.73670947,-76.23573986
6076,393548.774493,4288447.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46641994,2.94471002,0.478293,620.52648926,38.73749847,-76.22524124
6077,393798.774493,4288447.23155,Yes,Low,High,High,Moderate,Moderate,Moderate,Yes,Yes,No,No,No,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,2.76936007,3.30640006,0.53703898,805.21118164,38.73672874,-76.22186448
6078,395298.774493,4288447.23155,Yes,Low,High,High,Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.4016099,2.77899003,0.37738499,6.42287827,38.73874315,-76.20444447
6079,395798.774493,4288447.23155,Yes,Moderate,High,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46641994,2.94471002,0.478293,42.55999756,38.73856339,-76.19931754
6080,396798.774493,4288447.23155,Yes,Moderate,High,High,Very Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.30490994,2.66709995,0.36219001,32.95585632,38.73759677,-76.18743137
6081,401048.774493,4288447.23155,Yes,Low,Moderate,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.23390007,2.66709995,0.433202,173.1673584,38.73898103,-76.13868529
6082,401548.774493,4288447.23155,Yes,Very Low,Moderate,High,Very Low,Moderate,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,1.94183004,2.31838989,0.37656301,0,38.73791355,-76.13226345
6083,402048.774493,4288447.23155,Yes,Low,Moderate,High,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.02328992,2.41564989,0.39236099,24.64810753,38.73854072,-76.12699293
6084,402548.774493,4288447.23155,Yes,Low,Moderate,High,Low,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.08761001,2.41564989,0.328044,14.47712231,38.74022682,-76.12376569
6085,413298.774493,4288447.23155,Yes,Very High,Low,High,Very Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,n/a,Talbot,2.17646003,2.59853005,0.42206401,406.09301758,38.74053957,-75.99730037
6086,323298.774493,4288197.23155,No,Low,Very Low,Moderate,High,Very Low,Very Low,Yes,No,No,No,Yes,Low,Low,Low,Very High,Low,n/a,Prince George's,1.71112001,1.98164999,0.27052301,37.46789551,38.72486882,-77.03059581
6087,324548.774493,4288197.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Low,n/a,Prince George's,1.40020001,1.62560999,0.225417,91.93115234,38.72412318,-77.01882367
6088,365298.774493,4288197.23155,No,High,Very Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,High,Low,Tier 2,Anne Arundel,1.94183004,2.31838989,0.37656301,794.48919678,38.73199284,-76.55003412
6089,383548.774493,4288197.23155,No,Very High,High,High,High,Low,High,Yes,Yes,No,No,No,High,High,High,Very High,Moderate,Tier 1,Talbot,3.23421001,3.86139989,0.62718499,648.48114014,38.73482475,-76.34028106
6090,386048.774493,4288197.23155,Yes,Low,High,High,Moderate,Moderate,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,2.61350012,3.12032008,0.50681603,736.28643799,38.73497963,-76.3125899
6091,387298.774493,4288197.23155,Yes,Low,High,High,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.23390007,2.66709995,0.433202,143.4806366,38.7364329,-76.29483685
6092,390798.774493,4288197.23155,Yes,Low,High,High,Moderate,Very High,Low,Yes,Yes,No,No,Yes,Moderate,High,High,Very High,Moderate,Tier 1,Talbot,2.80875993,3.35653996,0.547777,1576.89978027,38.73516394,-76.25535081
6093,392048.774493,4288197.23155,Yes,Low,High,High,Moderate,Low,Very Low,Yes,Yes,No,No,Yes,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Talbot,2.23182988,2.66709995,0.43526199,226.45587158,38.73556907,-76.23809984
6094,394048.774493,4288197.23155,Yes,Low,High,High,Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46641994,2.94471002,0.478293,872.43481445,38.7360358,-76.22063918
6095,395548.774493,4288197.23155,Yes,Low,High,High,Low,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.4016099,2.77899003,0.37738499,14.56355858,38.73708548,-76.20077789
6096,396048.774493,4288197.23155,Yes,Low,High,High,Low,Low,Very Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Talbot,2.17518997,2.51699996,0.34180599,16.38528252,38.736466,-76.19581873
6097,398798.774493,4288197.23155,Yes,High,High,High,Very Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Talbot,2.46641994,2.94471002,0.478293,83.98386383,38.73621376,-76.16315627
6098,401048.774493,4288197.23155,Yes,Low,Moderate,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Talbot,2.23390007,2.66709995,0.433202,374.32495117,38.73694831,-76.13912408
